vvencFFapp: VVenC, the Fraunhofer H.266/VVC Encoder, version 1.11.0-rc1 [Linux][GCC 12.2.0][64 bit][SIMD=AVX]
vvencFFapp [info]: started @ Fri Mar  1 15:30:19 2024
vvenc [verbose]: Input File                             : SourceVideo/source.yuv
vvenc [verbose]: Bitstream File                         : Data/output-threads2-tile4x2-WPP.266
vvenc [verbose]: Real Format                            : 1920x1080  yuv420p  120 Hz  SDR  100 frames
vvenc [verbose]: Frames                                 : encode 100 frames 
vvenc [verbose]: Internal format                        : 1920x1080  120 Hz  SDR
vvenc [verbose]: Threads                                : 2  (parallel frames: 2)
vvenc [verbose]: Rate control                           : QP 32
vvenc [verbose]: Perceptual optimization                : Disabled
vvenc [verbose]: Intra period (keyframe)                : 32
vvenc [verbose]: Decoding refresh type                  : CRA
vvenc [verbose]: Sequence PSNR output                   : Linear average only
vvenc [verbose]: Hexadecimal PSNR output                : Disabled
vvenc [verbose]: Sequence MSE output                    : Disabled
vvenc [verbose]: Frame MSE output                       : Disabled
vvenc [verbose]: Cabac-zero-word-padding                : Enabled
vvenc [verbose]: Frame index                            : all frames
vvenc [verbose]: Profile                                : main_10
vvenc [verbose]: Level                                  : 5
vvenc [verbose]: CU size                                : 128
vvenc [verbose]: Max TB size                            : 64
vvenc [verbose]: Min CB size                            : 4
vvenc [verbose]: Motion search range                    : 384
vvenc [verbose]: QP                                     : 32
vvenc [verbose]: Max dQP signaling subdiv               : 0
vvenc [verbose]: Cb QP Offset (dual tree)               : 0 (0)
vvenc [verbose]: Cr QP Offset (dual tree)               : 0 (0)
vvenc [verbose]: GOP size                               : 32
vvenc [verbose]: PicReordering                          : 1
vvenc [verbose]: Input bit depth                        : (Y:8, C:8)
vvenc [verbose]: MSB-extended bit depth                 : (Y:8, C:8)
vvenc [verbose]: Internal bit depth                     : (Y:8, C:8)
vvenc [verbose]: cu_chroma_qp_offset_subdiv             : -1
vvenc [verbose]: log2_sao_offset_scale_luma             : 0
vvenc [verbose]: log2_sao_offset_scale_chroma           : 0
vvenc [verbose]: Cost function:                         : Lossy coding

vvenc [verbose]: CODING TOOL CFG: CTU128 QTMin44BTT21 IBD:0 SAO:1 ALF:1 (NonLinLuma:0 NonLinChr:0) CCALF:1 Tiles:4x2 Slices:1 WPP:1 WPP-Substreams:9 TMVP:1 DQ:1 SDH:0 CST:1 BDOF:1 DMVR:1 MTSImplicit:1 SBT:0 JCbCr:1 CabacInitPresent:0 AMVR:5 SMVD:3 LMCS:2 (Signal:SDR Opt:0) CIIP:0 MIP:1 AFFINE:4 (PROF:1, Type:1) MMVD:3 DisFracMMVD:1 SbTMVP:1 GPM:3 LFNST:1 MTS:0 ISP:3 TS:2 TSLog2MaxSize:4 useChromaTS:0 BDPCM:2 IBC:2 BCW:0 
vvenc [verbose]: ENC. ALG. CFG: QPA:0 HAD:1 RDQ:1 RDQTS:1 ASR:1 MinSearchWindow:96 EDO:2 MCTF:2 BIM:1 
vvenc [verbose]: PRE-ANALYSIS CFG: STA:1 LeadFrames:0 TrailFrames:0 
vvenc [verbose]: FAST TOOL CFG: ECU:0 FEN:3 FDM:1 FastSearch:4 (SCC:2) LCTUFast:1 FastMrg:2 PBIntraFast:1 AMaxBT:0 FastQtBtEnc:1 ContentBasedFastQtbt:1 FastMIP:3 FastIntraTools:1 IntraEstDecBit:2 FastLocalDualTree:1 IntegerET:0 FastSubPel:1 ReduceFilterME:2 QtbttExtraFast:3 FastTTSplit:5 IBCFastMethod:3 FIM:0 ALFSpeed:0 QuantThr:4 SelectiveRDQO:0 
vvenc [verbose]: RATE CONTROL CFG: RateControl:0 QP:32 LookAhead:0 FirstPassMode:0 
vvenc [verbose]: PARALLEL PROCESSING CFG: NumThreads:2 MaxParallelFrames:2 IFP:0 (IFPLines:0) TileParallelCtuEnc:1 WppBitEqual:1 WF:1 

POC    31 TId: 0 (IDR_W_RADL, I-SLICE, QP 27, TF 2)     423592 bits [Y 41.9463 dB    U 41.8599 dB    V 42.8184 dB] [ET    13 ] [L0 ] [L1 ]
POC    21 TId: 4 (      RADL, B-SLICE, QP 40)             1880 bits [Y 41.4871 dB    U 41.5563 dB    V 42.6570 dB] [ET     1 ] [L0 19 15 ] [L1 23 31 ]
POC    20 TId: 5 (      RADL, B-SLICE, QP 41)             1400 bits [Y 41.4711 dB    U 41.5481 dB    V 42.6835 dB] [ET     0 ] [L0 19 ] [L1 21 ]
POC    22 TId: 5 (      RADL, B-SLICE, QP 41)             1416 bits [Y 41.4804 dB    U 41.5890 dB    V 42.6878 dB] [ET     0 ] [L0 21 ] [L1 23 ]
POC    27 TId: 3 (      RADL, B-SLICE, QP 37)             2720 bits [Y 41.6631 dB    U 41.7081 dB    V 42.7073 dB] [ET     0 ] [L0 23 15 ] [L1 31 23 ]
POC    25 TId: 4 (      RADL, B-SLICE, QP 40)             2208 bits [Y 41.5664 dB    U 41.6738 dB    V 42.7128 dB] [ET     1 ] [L0 23 15 ] [L1 27 31 ]
POC    24 TId: 5 (      RADL, B-SLICE, QP 41)             1432 bits [Y 41.5425 dB    U 41.6541 dB    V 42.6970 dB] [ET     0 ] [L0 23 ] [L1 25 ]
POC    26 TId: 5 (      RADL, B-SLICE, QP 41)             1360 bits [Y 41.5597 dB    U 41.6814 dB    V 42.7294 dB] [ET     0 ] [L0 25 ] [L1 27 ]
POC    29 TId: 4 (      RADL, B-SLICE, QP 40)             2216 bits [Y 41.6473 dB    U 41.7303 dB    V 42.7092 dB] [ET     0 ] [L0 27 15 ] [L1 31 27 ]
POC    28 TId: 5 (      RADL, B-SLICE, QP 41)             1608 bits [Y 41.6200 dB    U 41.7137 dB    V 42.7313 dB] [ET     0 ] [L0 27 ] [L1 29 ]
POC    30 TId: 5 (      RADL, B-SLICE, QP 41)             1544 bits [Y 41.6625 dB    U 41.7608 dB    V 42.7417 dB] [ET    13 ] [L0 29 ] [L1 31 ]
POC    63 TId: 0 (       CRA, I-SLICE, QP 27, TF 2)     425968 bits [Y 41.9640 dB    U 41.8711 dB    V 42.8403 dB] [ET    13 ] [L0 ] [L1 ]
POC    47 TId: 1 (      RASL, B-SLICE, QP 32, TF 1)       8744 bits [Y 41.6263 dB    U 41.6933 dB    V 42.7515 dB] [ET     1 ] [L0 63 ] [L1 63 ]
POC    39 TId: 2 (      RASL, B-SLICE, QP 34, TF 0)       5288 bits [Y 41.5835 dB    U 41.6171 dB    V 42.6945 dB] [ET     1 ] [L0 47 63 ] [L1 47 63 ]
POC    35 TId: 3 (      RASL, B-SLICE, QP 37)             3504 bits [Y 41.4444 dB    U 41.5473 dB    V 42.6942 dB] [ET     1 ] [L0 39 47 ] [L1 39 47 ]
POC    33 TId: 4 (      RASL, B-SLICE, QP 40)             2560 bits [Y 41.3094 dB    U 41.4578 dB    V 42.7058 dB] [ET     0 ] [L0 35 39 ] [L1 35 39 ]
POC    32 TId: 5 (      RASL, B-SLICE, QP 41)             2288 bits [Y 41.1768 dB    U 41.3393 dB    V 42.6740 dB] [ET     0 ] [L0 33 ] [L1 33 ]
POC    34 TId: 5 (      RASL, B-SLICE, QP 41)             1744 bits [Y 41.2918 dB    U 41.4879 dB    V 42.6966 dB] [ET     0 ] [L0 33 ] [L1 35 ]
POC    37 TId: 4 (      RASL, B-SLICE, QP 40)             2008 bits [Y 41.4665 dB    U 41.5854 dB    V 42.6999 dB] [ET     0 ] [L0 35 39 ] [L1 39 47 ]
POC    36 TId: 5 (      RASL, B-SLICE, QP 41)             1480 bits [Y 41.3561 dB    U 41.5310 dB    V 42.7010 dB] [ET     0 ] [L0 35 ] [L1 37 ]
POC    38 TId: 5 (      RASL, B-SLICE, QP 41)             1256 bits [Y 41.4706 dB    U 41.5827 dB    V 42.6979 dB] [ET     0 ] [L0 37 ] [L1 39 ]
POC    43 TId: 3 (      RASL, B-SLICE, QP 37)             2664 bits [Y 41.5489 dB    U 41.6186 dB    V 42.7072 dB] [ET     1 ] [L0 39 47 ] [L1 47 63 ]
POC    41 TId: 4 (      RASL, B-SLICE, QP 40)             2096 bits [Y 41.4997 dB    U 41.5937 dB    V 42.6967 dB] [ET     1 ] [L0 39 43 ] [L1 43 47 ]
POC    40 TId: 5 (      RASL, B-SLICE, QP 41)             1424 bits [Y 41.4921 dB    U 41.5848 dB    V 42.6830 dB] [ET     0 ] [L0 39 ] [L1 41 ]
POC    42 TId: 5 (      RASL, B-SLICE, QP 41)             1512 bits [Y 41.4566 dB    U 41.6058 dB    V 42.7031 dB] [ET     0 ] [L0 41 ] [L1 43 ]
POC    45 TId: 4 (      RASL, B-SLICE, QP 40)             2032 bits [Y 41.5202 dB    U 41.6143 dB    V 42.7134 dB] [ET     0 ] [L0 43 39 ] [L1 47 63 ]
POC    44 TId: 5 (      RASL, B-SLICE, QP 41)             1400 bits [Y 41.4380 dB    U 41.5820 dB    V 42.7033 dB] [ET     0 ] [L0 43 ] [L1 45 ]
POC    46 TId: 5 (      RASL, B-SLICE, QP 41)             1200 bits [Y 41.4974 dB    U 41.6543 dB    V 42.7286 dB] [ET     1 ] [L0 45 ] [L1 47 ]
POC    55 TId: 2 (      RASL, B-SLICE, QP 34, TF 0)       3760 bits [Y 41.6537 dB    U 41.7182 dB    V 42.7540 dB] [ET     1 ] [L0 47 63 ] [L1 63 47 ]
POC    51 TId: 3 (      RASL, B-SLICE, QP 37)             2720 bits [Y 41.6029 dB    U 41.6639 dB    V 42.7227 dB] [ET     0 ] [L0 47 55 ] [L1 55 63 ]
POC    49 TId: 4 (      RASL, B-SLICE, QP 40)             1928 bits [Y 41.5472 dB    U 41.6372 dB    V 42.7098 dB] [ET     0 ] [L0 47 51 ] [L1 51 55 ]
POC    48 TId: 5 (      RASL, B-SLICE, QP 41)             1432 bits [Y 41.5259 dB    U 41.6433 dB    V 42.7555 dB] [ET     0 ] [L0 47 ] [L1 49 ]
POC    50 TId: 5 (      RASL, B-SLICE, QP 41)             1496 bits [Y 41.5139 dB    U 41.6138 dB    V 42.7012 dB] [ET     0 ] [L0 49 ] [L1 51 ]
POC    53 TId: 4 (      RASL, B-SLICE, QP 40)             1888 bits [Y 41.5754 dB    U 41.6679 dB    V 42.7208 dB] [ET     0 ] [L0 51 47 ] [L1 55 63 ]
POC    52 TId: 5 (      RASL, B-SLICE, QP 41)             1432 bits [Y 41.5148 dB    U 41.6344 dB    V 42.7378 dB] [ET     0 ] [L0 51 ] [L1 53 ]
POC    54 TId: 5 (      RASL, B-SLICE, QP 41)             1216 bits [Y 41.5514 dB    U 41.6612 dB    V 42.7315 dB] [ET     0 ] [L0 53 ] [L1 55 ]
POC    59 TId: 3 (      RASL, B-SLICE, QP 37)             2408 bits [Y 41.6217 dB    U 41.7256 dB    V 42.7362 dB] [ET     0 ] [L0 55 47 ] [L1 63 55 ]
POC    57 TId: 4 (      RASL, B-SLICE, QP 40)             1728 bits [Y 41.5562 dB    U 41.6651 dB    V 42.7449 dB] [ET     0 ] [L0 55 47 ] [L1 59 63 ]
POC    56 TId: 5 (      RASL, B-SLICE, QP 41)             1224 bits [Y 41.5481 dB    U 41.6673 dB    V 42.7572 dB] [ET     0 ] [L0 55 ] [L1 57 ]
POC    58 TId: 5 (      RASL, B-SLICE, QP 41)             1232 bits [Y 41.5207 dB    U 41.6700 dB    V 42.7555 dB] [ET     0 ] [L0 57 ] [L1 59 ]
POC    61 TId: 4 (      RASL, B-SLICE, QP 40)             1776 bits [Y 41.6569 dB    U 41.7587 dB    V 42.7855 dB] [ET     0 ] [L0 59 47 ] [L1 63 59 ]
POC    60 TId: 5 (      RASL, B-SLICE, QP 41)             1128 bits [Y 41.6075 dB    U 41.7337 dB    V 42.7551 dB] [ET     0 ] [L0 59 ] [L1 61 ]
POC    62 TId: 5 (      RASL, B-SLICE, QP 41)             1136 bits [Y 41.7017 dB    U 41.7950 dB    V 42.7938 dB] [ET    13 ] [L0 61 ] [L1 63 ]
POC    95 TId: 0 (       CRA, I-SLICE, QP 27, TF 2)     425464 bits [Y 41.9895 dB    U 41.9205 dB    V 42.8458 dB] [ET    13 ] [L0 ] [L1 ]
POC    79 TId: 1 (      RASL, B-SLICE, QP 32, TF 1)       5888 bits [Y 42.1066 dB    U 42.5921 dB    V 43.1935 dB] [ET     1 ] [L0 63 95 ] [L1 95 63 ]
POC    71 TId: 2 (      RASL, B-SLICE, QP 34, TF 0)       4592 bits [Y 42.0428 dB    U 42.4646 dB    V 43.1077 dB] [ET     1 ] [L0 63 79 ] [L1 79 95 ]
POC    67 TId: 3 (      RASL, B-SLICE, QP 37)             2600 bits [Y 42.0169 dB    U 42.4473 dB    V 43.1140 dB] [ET     1 ] [L0 63 71 ] [L1 71 79 ]
POC    65 TId: 4 (      RASL, B-SLICE, QP 40)             2024 bits [Y 41.9595 dB    U 42.2730 dB    V 43.0136 dB] [ET     1 ] [L0 63 67 ] [L1 67 71 ]
POC    64 TId: 5 (      RASL, B-SLICE, QP 41)             1200 bits [Y 41.9026 dB    U 42.1136 dB    V 42.9740 dB] [ET     0 ] [L0 63 ] [L1 65 ]
POC    66 TId: 5 (      RASL, B-SLICE, QP 41)             1200 bits [Y 41.9321 dB    U 42.3267 dB    V 43.0357 dB] [ET     0 ] [L0 65 ] [L1 67 ]
POC    69 TId: 4 (      RASL, B-SLICE, QP 40)             1840 bits [Y 41.9721 dB    U 42.4291 dB    V 43.1229 dB] [ET     0 ] [L0 67 63 ] [L1 71 79 ]
POC    68 TId: 5 (      RASL, B-SLICE, QP 41)             1192 bits [Y 41.9177 dB    U 42.3976 dB    V 43.1141 dB] [ET     0 ] [L0 67 ] [L1 69 ]
POC    70 TId: 5 (      RASL, B-SLICE, QP 41)             1144 bits [Y 41.9111 dB    U 42.4116 dB    V 43.1060 dB] [ET     0 ] [L0 69 ] [L1 71 ]
POC    75 TId: 3 (      RASL, B-SLICE, QP 37)             2512 bits [Y 41.9884 dB    U 42.4740 dB    V 43.1374 dB] [ET     1 ] [L0 71 63 ] [L1 79 95 ]
POC    73 TId: 4 (      RASL, B-SLICE, QP 40)             1592 bits [Y 41.9313 dB    U 42.4619 dB    V 43.1205 dB] [ET     0 ] [L0 71 63 ] [L1 75 79 ]
POC    72 TId: 5 (      RASL, B-SLICE, QP 41)             1160 bits [Y 41.9198 dB    U 42.4594 dB    V 43.1009 dB] [ET     0 ] [L0 71 ] [L1 73 ]
POC    74 TId: 5 (      RASL, B-SLICE, QP 41)             1136 bits [Y 41.8787 dB    U 42.4454 dB    V 43.1183 dB] [ET     0 ] [L0 73 ] [L1 75 ]
POC    77 TId: 4 (      RASL, B-SLICE, QP 40)             1816 bits [Y 41.9583 dB    U 42.4932 dB    V 43.1441 dB] [ET     0 ] [L0 75 71 ] [L1 79 95 ]
POC    76 TId: 5 (      RASL, B-SLICE, QP 41)             1176 bits [Y 41.9120 dB    U 42.4532 dB    V 43.1264 dB] [ET     0 ] [L0 75 ] [L1 77 ]
POC    78 TId: 5 (      RASL, B-SLICE, QP 41)             1224 bits [Y 41.9255 dB    U 42.4926 dB    V 43.1346 dB] [ET     1 ] [L0 77 ] [L1 79 ]
POC    87 TId: 2 (      RASL, B-SLICE, QP 34, TF 0)       4056 bits [Y 42.0805 dB    U 42.4831 dB    V 43.1035 dB] [ET     1 ] [L0 79 63 ] [L1 95 79 ]
POC    83 TId: 3 (      RASL, B-SLICE, QP 37)             2480 bits [Y 42.0020 dB    U 42.4738 dB    V 43.1354 dB] [ET     1 ] [L0 79 63 ] [L1 87 95 ]
POC    81 TId: 4 (      RASL, B-SLICE, QP 40)             1664 bits [Y 41.9908 dB    U 42.4846 dB    V 43.1431 dB] [ET     0 ] [L0 79 63 ] [L1 83 87 ]
POC    80 TId: 5 (      RASL, B-SLICE, QP 41)             1312 bits [Y 41.9691 dB    U 42.4996 dB    V 43.1609 dB] [ET     0 ] [L0 79 ] [L1 81 ]
POC    82 TId: 5 (      RASL, B-SLICE, QP 41)             1464 bits [Y 41.9206 dB    U 42.4416 dB    V 43.1132 dB] [ET     0 ] [L0 81 ] [L1 83 ]
POC    85 TId: 4 (      RASL, B-SLICE, QP 40)             1584 bits [Y 41.9359 dB    U 42.4350 dB    V 43.0919 dB] [ET     0 ] [L0 83 79 ] [L1 87 95 ]
POC    84 TId: 5 (      RASL, B-SLICE, QP 41)             1304 bits [Y 41.8914 dB    U 42.4359 dB    V 43.0991 dB] [ET     0 ] [L0 83 ] [L1 85 ]
POC    86 TId: 5 (      RASL, B-SLICE, QP 41)             1008 bits [Y 41.9942 dB    U 42.4315 dB    V 43.0946 dB] [ET     0 ] [L0 85 ] [L1 87 ]
POC    91 TId: 3 (      RASL, B-SLICE, QP 37)             2240 bits [Y 42.0584 dB    U 42.4549 dB    V 43.0829 dB] [ET     1 ] [L0 87 79 ] [L1 95 87 ]
POC    89 TId: 4 (      RASL, B-SLICE, QP 40)             1752 bits [Y 41.9926 dB    U 42.4643 dB    V 43.0818 dB] [ET     0 ] [L0 87 79 ] [L1 91 95 ]
POC    88 TId: 5 (      RASL, B-SLICE, QP 41)             1000 bits [Y 41.9748 dB    U 42.4547 dB    V 43.0780 dB] [ET     0 ] [L0 87 ] [L1 89 ]
POC    90 TId: 5 (      RASL, B-SLICE, QP 41)             1024 bits [Y 41.9499 dB    U 42.4179 dB    V 43.0688 dB] [ET     0 ] [L0 89 ] [L1 91 ]
POC    93 TId: 4 (      RASL, B-SLICE, QP 40)             1384 bits [Y 42.0073 dB    U 42.3884 dB    V 43.0522 dB] [ET     0 ] [L0 91 79 ] [L1 95 91 ]
POC    92 TId: 5 (      RASL, B-SLICE, QP 41)              920 bits [Y 41.9687 dB    U 42.3827 dB    V 43.0530 dB] [ET     0 ] [L0 91 ] [L1 93 ]
POC    94 TId: 5 (      RASL, B-SLICE, QP 41)             1080 bits [Y 41.9785 dB    U 42.2612 dB    V 43.0112 dB] [ET     0 ] [L0 93 ] [L1 95 ]
POC    99 TId: 3 (      STSA, B-SLICE, QP 36)             2848 bits [Y 41.7137 dB    U 41.8016 dB    V 42.7614 dB] [ET     0 ] [L0 95 ] [L1 95 ]
POC    97 TId: 4 (      STSA, B-SLICE, QP 40)             1664 bits [Y 41.7290 dB    U 41.8314 dB    V 42.7827 dB] [ET     0 ] [L0 95 99 ] [L1 99 95 ]
POC    96 TId: 5 (      STSA, B-SLICE, QP 41)              832 bits [Y 41.7357 dB    U 41.8743 dB    V 42.8033 dB] [ET     0 ] [L0 95 ] [L1 97 ]
POC    98 TId: 5 (      STSA, B-SLICE, QP 41)              984 bits [Y 41.6784 dB    U 41.8065 dB    V 42.7805 dB] [ET     0 ] [L0 97 ] [L1 99 ]
vvenc [info]: stats: 100.0% frame= 100/100 fps=   1.1 avg_fps=   1.1 bitrate=  1767.60 kbps avg_bitrate=  1767.60 kbps elapsed= 00h:01m:33s left= 00h:00m:00s    

vvenc [info]: stats summary: frame= 100/100 avg_fps= 1.1 avg_bitrate= 1767.60 kbps
vvenc [info]: stats summary: frame I:   3, kbps: 51000.96, AvgQP: 27.00
vvenc [info]: stats summary: frame P:   0, kbps:      nan, AvgQP: nan
vvenc [info]: stats summary: frame B:  97, kbps:   244.92, AvgQP: 39.48


vvenc [info]:	Total Frames |   Bitrate     Y-PSNR    U-PSNR    V-PSNR    YUV-PSNR   
vvenc [info]:	      100    a    1767.6000   41.6727   41.8825   42.8416   41.8751

vvencFFapp [info]: finished @ Fri Mar  1 15:31:52 2024
vvencFFapp [info]: Total Time:      186.698 sec. [user]       93.555 sec. [elapsed]
